No.,compound,valence,RA(pm)Ⅻ,RB(pm)Ⅵ,RA/RB,polA,polB,polA-polB,negA,negB,negB-negA,NegA(Bau),NegB(Bau),Neg(B-A),ZA,ZB,RA(ai),RB(ai),ZA/RA,ZB/RB,(ZA/RA)/(ZB/RB),(ZA/RA)+(ZB/RB),Y
94,"Pb(Mn,Nb)1/2 O3",2 3 5,163,82.25,1.98176291793313,2,0.295,1.705,1.241,1.6355,0.3945,1.6,1.6,0,8.1,3.875,1.63,0.8225,4.96932515337423,4.7112462006079,1.05477933900653,9.68057135398213,F
95,"Pb(Sc2/3,Te1/3) O3",2 3 6,163,82.3333333333333,1.97975708502024,2,0.277666666666667,1.72233333333333,1.241,1.52266666666667,0.281666666666667,1.6,1.56666666666667,-0.0333333333333332,8.1,5.1,1.63,0.823333333333333,4.96932515337423,6.19433198380567,0.802237459400938,11.1636571371799,F
96,"Ba(Mg,Te)1/2 O3",2 2 6,175,78,2.24358974358974,1.55,0.1775,1.3725,1.005,1.572,0.567,0.9,1.65,0.75,2.9,5.95,1.75,0.78,1.65714285714286,7.62820512820513,0.217238895558223,9.28534798534798,F
97,"Pb(Fe2/3,Te1/3) O3",2 3 6,163,75.6666666666667,2.15418502202643,2,0.311,1.689,1.241,1.77,0.529,1.6,1.9,0.3,8.1,5.93333333333333,1.63,0.756666666666667,4.96932515337423,7.84140969162996,0.633728544840422,12.8107348450042,F
98,"(Sr,La)1/2(Cu,Nb)1/2 O3",2 3 2 5,154,82.5,1.86666666666667,0.95,0.2775,0.6725,1.108,1.644,0.536,1.1,1.85,0.75,3.15,4.15,1.54,0.825,2.04545454545455,5.03030303030303,0.406626506024096,7.07575757575758,F
99,"(Sr,La)1/2(Cu,Sb)1/2 O3",2 3 2 5,154,80.5,1.91304347826087,0.95,0.327,0.623,1.108,1.64,0.532,1.1,2.05,0.95,3.15,6.45,1.54,0.805,2.04545454545455,8.01242236024845,0.255285412262157,10.057876905703,F
100,"Ba(Cu,U)1/2 O3",2 2 6,175,87,2.01149425287356,1.55,0.397,1.153,1.005,1.7085,0.7035,0.9,1.95,1.05,2.9,4.15,1.75,0.87,1.65714285714286,4.77011494252874,0.347401032702237,6.42725779967159,F
101,"(Sr,La)1/2(Cu,Ta)1/2 O3",2 3 2 5,154,82.5,1.86666666666667,0.95,0.326,0.624,1.108,1.699,0.591,1.1,1.3645,0.2645,3.15,4.9,1.54,0.825,2.04545454545455,5.93939393939394,0.344387755102041,7.98484848484849,F
102,"Sr(Co,Re)1/2 O3",2 2 6,158,78.75,2.00634920634921,0.86,0.3715,0.4885,1.004,1.8415,0.8375,1,1.9,0.9,2.9,5.375,1.58,0.7875,1.83544303797468,6.82539682539683,0.268913747424198,8.66083986337151,F
103,"Sr(Ni,Re)1/2 O3",2 2 6,158,76,2.07894736842105,0.86,0.338,0.522,1.004,1.859,0.855,1,1.95,0.95,2.9,5.5,1.58,0.76,1.83544303797468,7.23684210526316,0.253624856156502,9.07228514323784,F
104,"Ba(Fe,Re)1/2 O3",2 2 6,175,80.5,2.17391304347826,1.55,0.38,1.17,1.005,1.827,0.822,0.9,1.9,1,2.9,5.25,1.75,0.805,1.65714285714286,6.52173913043478,0.254095238095238,8.17888198757764,F
1,"Pb(Mn2/3,W1/3) O3",2 2 4,163,69.3333333333333,2.35096153846154,2,0.406,1.594,1.241,1.56133333333333,0.320333333333333,1.6,1.46666666666667,-0.133333333333334,8.1,4.63333333333333,1.63,0.693333333333333,4.96932515337423,6.68269230769231,0.743611245972547,11.6520174610665,A
2,"Pb(Mn2+,W6+)1/2 O3",2 2 6,163,85.5,1.90643274853801,2,0.4035,1.5965,1.241,1.779,0.538,1.6,1.7,0.0999999999999999,8.1,4.875,1.63,0.855,4.96932515337423,5.70175438596491,0.871543180745635,10.6710795393391,A
3,"Pb(Mn2+,Re6+)1/2 O3",2 2 6,163,83,1.96385542168675,2,0.4085,1.5915,1.241,1.821,0.58,1.6,1.75,0.15,8.1,5.125,1.63,0.83,4.96932515337423,6.17469879518072,0.804788268741583,11.144023948555,A
4,"Pb(Mn3+,Re5+)1/2 O3",2 3 5,163,73.75,2.21016949152542,2,0.4595,1.5405,1.241,1.858,0.617,1.6,1.65,0.0499999999999998,8.1,5.125,1.63,0.7375,4.96932515337423,6.94915254237288,0.715098009875804,11.9184776957471,A
5,"Pb(Mn3+,W5+)1/2 O3",2 3 5,163,77.25,2.11003236245955,2,0.4195,1.5805,1.241,1.744,0.503,1.6,1.7,0.0999999999999999,8.1,4.875,1.63,0.7725,4.96932515337423,6.31067961165049,0.787446908919302,11.2800047650247,A
6,"Pb(Cd,W)1/2 O3",2 2 6,163,91.5,1.78142076502732,2,0.685,1.315,1.241,1.725,0.484,1.6,1.85,0.25,8.1,6,1.63,0.915,4.96932515337423,6.55737704918033,0.75782208588957,11.5267022025546,A
7,NaNbO3,1 5,141,78,1.80769230769231,0.179,0.261,-0.082,0.956,1.771,0.815,0.9,1.7,0.8,2.2,3.6,1.41,0.78,1.56028368794326,4.61538461538461,0.33806146572104,6.17566830332788,A
8,PbZrO3,2 4,163,86,1.8953488372093,2,0.37,1.63,1.241,1.476,0.235,1.6,1.5,-0.1,8.1,3.6,1.63,0.86,4.96932515337423,4.18604651162791,1.18711656441718,9.15537166500214,A
9,PbHfO3,2 4,163,85,1.91764705882353,2,0.494,1.506,1.241,1.568,0.327,1.6,1.4,-0.2,8.1,4.6,1.63,0.85,4.96932515337423,5.41176470588235,0.918244865297413,10.3810898592566,A
10,"Pb(Mg,W)1/2 O3",2 2 6,163,80,2.0375,2,0.187,1.813,1.241,1.67,0.429,1.6,1.6,0,8.1,4.25,1.63,0.8,4.96932515337423,5.3125,0.93540238181162,10.2818251533742,A
11,"Pb(Co,W)1/2 O3",2 3 5,163,81.25,2.00615384615385,2,0.402,1.598,1.241,1.8665,0.6255,1.6,1.85,0.25,8.1,5.125,1.63,0.8125,4.96932515337423,6.30769230769231,0.787819841388598,11.2770174610665,A
12,"Pb(In,Nb)1/2 O3",2 3 5,163,86,1.8953488372093,2,0.4955,1.5045,1.241,1.608,0.367,1.6,1.7,0.0999999999999999,8.1,3.25,1.63,0.86,4.96932515337423,3.77906976744186,1.31495988673903,8.74839492081609,A
13,"Pb(Yb,Nb)1/2 O3",2 3 5,163,89.4,1.82326621923937,2,0.475,1.525,1.241,1.52,0.279,1.6,1.45,-0.15,8.1,3.6,1.63,0.894,4.96932515337423,4.02684563758389,1.2340490797546,8.99617079095812,A
14,"Pb(Ho,Nb)1/2 O3",2 3 5,163,91.05,1.79022515101593,2,0.509,1.491,1.241,1.5455,0.3045,1.6,1.5,-0.1,8.1,3.525,1.63,0.9105,4.96932515337423,3.87149917627677,1.28356611408432,8.840824329651,A
15,"Pb(Lu,Nb)1/2 O3",2 3 5,163,89.05,1.83043234138125,2,0.461,1.539,1.241,1.542,0.301,1.6,1.5,-0.1,8.1,3.85,1.63,0.8905,4.96932515337423,4.32341381246491,1.14939845430643,9.29273896583914,A
16,"Pb(Yb,Ta)1/2 O3",2 3 5,163,89.4,1.82326621923937,2,0.5235,1.4765,1.241,1.575,0.334,1.6,1.45,-0.15,8.1,4.35,1.63,0.894,4.96932515337423,4.86577181208054,1.02128199703829,9.83509696545477,A
17,"Pb(Lu,Ta)1/2 O3",2 3 5,163,89.05,1.83043234138125,2,0.5095,1.4905,1.241,1.597,0.356,1.6,1.5,-0.1,8.1,4.6,1.63,0.8905,4.96932515337423,5.1656372824256,0.961996532408642,10.1349624357998,A
18,"Pb(Zn,W)1/2 O3",2 2 6,163,81,2.01234567901235,2,0.284,1.716,1.241,1.78,0.539,1.6,1.8,0.2,8.1,5.5,1.63,0.81,4.96932515337423,6.79012345679012,0.731846068042387,11.7594486101644,A
19,"Pb(Ni,W)1/2 O3",2 2 6,163,78.5,2.07643312101911,2,0.333,1.667,1.241,1.817,0.576,1.6,1.9,0.3,8.1,5.25,1.63,0.785,4.96932515337423,6.68789808917197,0.743032427695004,11.6572232425462,A
20,"Pb(Ga,Nb)1/2 O3",2 3 5,163,77,2.11688311688312,2,0.2295,1.7705,1.241,1.6665,0.4255,1.6,1.65,0.0499999999999998,8.1,3.25,1.63,0.77,4.96932515337423,4.22077922077922,1.17734780556866,9.19010437415345,A
21,"Pb(Bi,Nb)1/2 O3",2 3 5,163,97.5,1.67179487179487,2,1.0005,0.9995,1.241,1.5845,0.3435,1.6,1.75,0.15,8.1,6.25,1.63,0.975,4.96932515337423,6.41025641025641,0.77521472392638,11.3795815636306,A
22,"Pb(Cd1/4,Mn1/4,Nb1/2) O3",2 2 4 5,163,83,1.96385542168675,2,0.4615,1.5385,1.241,1.70325,0.46225,1.6,1.8,0.2,8.1,4.4375,1.63,0.83,4.96932515337423,5.34638554216868,0.929473775166335,10.3157106955429,A
23,"Pb(Cd1/4,Ti1/4,Ta1/2) O3",2 2 4 5,163,84.875,1.92047128129602,2,0.49775,1.50225,1.241,1.66425,0.42325,1.6,1.675,0.0749999999999997,8.1,5,1.63,0.84875,4.96932515337423,5.89101620029455,0.843542944785276,10.8603413536688,A
24,PbSnO3,2 4,163,83,1.96385542168675,2,0.499,1.501,1.241,1.583,0.342,1.6,1.9,0.3,8.1,7.4,1.63,0.83,4.96932515337423,8.91566265060241,0.557370253689272,13.8849878039766,A
25,"Pb(Cd1/3,Mn1/3,W1/3) O3",2 2 4 6,163,83.3333333333333,1.956,2,0.534666666666667,1.46533333333333,1.241,1.801,0.56,1.6,1.93333333333333,0.333333333333333,8.1,5.38333333333333,1.63,0.833333333333333,4.96932515337423,6.46,0.769245379779293,11.4293251533742,A
26,BiFeO3,3 3,147,78.5,1.87261146496815,1.74,0.336,1.404,1.398,1.687,0.289,1.8,1.8,0,8.9,4.4,1.47,0.785,6.05442176870748,5.60509554140127,1.08016388373531,11.6595173101088,A
27,BiMnO3,3 3,147,78.5,1.87261146496815,1.74,0.329,1.411,1.398,1.5,0.102,1.8,1.5,-0.3,8.9,4.15,1.47,0.785,6.05442176870748,5.28662420382166,1.14523399721334,11.3410459725291,A
28,"Pb(Fe2/3,U1/3) O3",2 3 6,163,81.3333333333333,2.00409836065574,2,0.390666666666667,1.60933333333333,1.241,1.758,0.517,1.6,1.83333333333333,0.233333333333333,8.1,4.13333333333333,1.63,0.813333333333333,4.96932515337423,5.08196721311475,0.97783494953493,10.051292366489,A
29,"Pb(Mg,Te)1/2 O3",2 2 6,163,78,2.08974358974359,2,0.1775,1.8225,1.241,1.572,0.331,1.6,1.65,0.0499999999999998,8.1,5.95,1.63,0.78,4.96932515337423,7.62820512820513,0.65144094447595,12.5975302815794,A
30,"Pb(Co,Te)1/2 O3",2 2 6,163,79.25,2.05678233438486,2,0.357,1.643,1.241,1.7015,0.4605,1.6,1.9,0.3,8.1,6.825,1.63,0.7925,4.96932515337423,8.61198738170347,0.577024202791074,13.5813125350777,A
31,"Pb(Ni,Te)1/2 O3",2 2 6,163,76.5,2.13071895424837,2,0.3235,1.6765,1.241,1.719,0.478,1.6,1.95,0.35,8.1,6.95,1.63,0.765,4.96932515337423,9.08496732026144,0.546983272277883,14.0542924736357,A
32,"Pb(Zn,Te)1/2 O3",2 2 6,163,79,2.06329113924051,2,0.2745,1.7255,1.241,1.682,0.441,1.6,1.85,0.25,8.1,7.2,1.63,0.79,4.96932515337423,9.11392405063291,0.545245398773006,14.0832492040071,A
33,"Pb(Mn,Te)1/2 O3",2 2 6,163,83.5,1.95209580838323,2,0.394,1.606,1.241,1.681,0.44,1.6,1.75,0.15,8.1,6.575,1.63,0.835,4.96932515337423,7.87425149700599,0.631085399706081,12.8435766503802,A
34,"Pb(Cd,Te)1/2 O3",2 2 6,163,89.5,1.82122905027933,2,0.6755,1.3245,1.241,1.627,0.386,1.6,1.9,0.3,8.1,7.7,1.63,0.895,4.96932515337423,8.60335195530726,0.577603378216875,13.5726771086815,A
35,"Pb(Ca,Te)1/2 O3",2 2 6,163,92,1.77173913043478,2,0.3665,1.6335,1.241,1.484,0.243,1.6,1.55,-0.05,8.1,5.95,1.63,0.92,4.96932515337423,6.46739130434783,0.768366242202402,11.4367164577221,A
36,"Ba(Co,Te)1/2 O3",2 2 6,175,79.25,2.20820189274448,1.55,0.357,1.193,1.005,1.7015,0.6965,0.9,1.9,1,2.9,6.825,1.75,0.7925,1.65714285714286,8.61198738170347,0.192422815279958,10.2691302388463,A
37,"Ba(Mn,Te)1/2 O3",2 2 6,175,83.5,2.09580838323353,1.55,0.394,1.156,1.005,1.681,0.676,0.9,1.75,0.85,2.9,6.575,1.75,0.835,1.65714285714286,7.87425149700599,0.210450841933732,9.53139435414885,A
38,"Ba(Ca,Te)1/2 O3",2 2 6,175,92,1.90217391304348,1.55,0.3665,1.1835,1.005,1.484,0.479,0.9,1.55,0.65,2.9,5.95,1.75,0.92,1.65714285714286,6.46739130434783,0.256230492196879,8.12453416149068,A
39,"Ba(Cd,Te)1/2 O3",2 2 6,175,89.5,1.95530726256983,1.55,0.6755,0.8745,1.005,1.627,0.622,0.9,1.9,1,2.9,7.7,1.75,0.895,1.65714285714286,8.60335195530726,0.192615955473098,10.2604948124501,A
40,"Pb(Zr0.94,Ti0.06) O3",2 4 4,163,85.31,1.91067870120736,2,0.3589,1.6411,1.241,1.48206,0.24106,1.6,1.506,-0.0940000000000001,8.1,3.588,1.63,0.8531,4.96932515337423,4.20583753370062,1.18153045940456,9.17516268707486,A
41,Pb0.92La0.08(Zr0.65Ti0.35)0.98 O3 PLZT8/65/35 ,2 3 4 4,161.96,76.9545,2.10462026262272,1.9232,0.30525,1.61795,1.241,1.481123,0.240123,1.6,1.5043,-0.0956999999999999,7.724,3.4594,1.6196,0.769545,4.76907878488516,4.49538363578478,1.06088360221843,9.26446242066994,A
42,AgNbO3,1 5,157,78,2.01282051282051,1.72,0.261,1.459,1.161,1.771,0.61,1.9,1.7,-0.2,5.7,3.6,1.57,0.78,3.63057324840764,4.61538461538461,0.786624203821656,8.24595786379226,A
43,AgTaO3,1 5,157,78,2.01282051282051,1.72,0.358,1.362,1.161,1.881,0.72,1.9,1.7,-0.2,5.7,5.1,1.57,0.78,3.63057324840764,6.53846153846154,0.55526414387411,10.1690347868692,A
44,"Sr(Mn,Re)1/2 O3",2 2 6,158,83,1.90361445783133,0.86,0.4085,0.4515,1.004,1.821,0.817,1,1.75,0.75,2.9,5.125,1.58,0.83,1.83544303797468,6.17469879518072,0.297252238345168,8.01014183315541,A
45,"Ba(Mn,Re)1/2 O3",2 2 6,175,83,2.10843373493976,1.55,0.4085,1.1415,1.005,1.821,0.816,0.9,1.75,0.85,2.9,5.125,1.75,0.83,1.65714285714286,6.17469879518072,0.268376306620209,7.83184165232358,A
46,"Ba(Co,Re)1/2 O3",2 2 6,175,78.75,2.22222222222222,1.55,0.3715,1.1785,1.005,1.8415,0.8365,0.9,1.9,1,2.9,5.375,1.75,0.7875,1.65714285714286,6.82539682539683,0.242790697674419,8.48253968253968,A
47,"Pb(Fe,Re)1/2 O3",2 2 6,163,80.5,2.02484472049689,2,0.463,1.537,1.241,1.827,0.586,1.6,1.9,0.3,8.1,5.25,1.63,0.805,4.96932515337423,6.52173913043478,0.761963190184049,11.491064283809,A
48,"Pb(Co,Re)1/2 O3",2 2 6,163,78.75,2.06984126984127,2,0.442,1.558,1.241,1.8415,0.6005,1.6,1.9,0.3,8.1,5.375,1.63,0.7875,4.96932515337423,6.82539682539683,0.728063917819946,11.7947219787711,A
49,"Pb(Ni,Re)1/2 O3",2 2 6,163,76,2.14473684210526,2,0.39,1.61,1.241,1.859,0.618,1.6,1.95,0.35,8.1,5.5,1.63,0.76,4.96932515337423,7.23684210526316,0.686670384829894,12.2061672586374,A
1,"Ba(Zn1/3,Nb2/3) O3",2 2 5,175,81.3333333333333,2.1516393442623,1.55,0.27,1.28,1.005,1.65666666666667,0.651666666666667,0.9,1.66666666666667,0.766666666666666,2.9,4.2,1.75,0.813333333333333,1.65714285714286,5.16393442622951,0.320907029478458,6.82107728337237,P
2,"Ba(Cd1/3,Nb2/3) O3",2 2 5,175,88.3333333333333,1.9811320754717,1.55,0.537333333333333,1.01266666666667,1.005,1.62,0.615,0.9,1.7,0.8,2.9,4.53333333333333,1.75,0.883333333333333,1.65714285714286,5.13207547169811,0.322899159663866,6.78921832884097,P
3,"Ba(Mg1/3,Nb2/3) O3",2 2 5,175,80.6666666666667,2.16942148760331,1.55,0.205333333333333,1.34466666666667,1.005,1.58333333333333,0.578333333333333,0.9,1.53333333333333,0.633333333333333,2.9,3.36666666666667,1.75,0.806666666666667,1.65714285714286,4.17355371900826,0.397057991513437,5.83069657615112,P
4,"Sr(Cd1/3,Nb2/3) O3",2 2 5,158,88.3333333333333,1.78867924528302,0.86,0.537333333333333,0.322666666666667,1.004,1.62,0.616,1,1.7,0.7,2.9,4.53333333333333,1.58,0.883333333333333,1.83544303797468,5.13207547169811,0.357641474311243,6.9675185096728,P
5,"Ba(Fe,Nb)1/2 O3",2 3 5,175,78.25,2.23642172523962,1.55,0.2985,1.2515,1.005,1.729,0.724,0.9,1.75,0.85,2.9,4,1.75,0.7825,1.65714285714286,5.11182108626198,0.324178571428571,6.76896394340484,P
6,"Ba(Sc,Nb)1/2 O3",2 3 5,175,83.25,2.1021021021021,1.55,0.2735,1.2765,1.005,1.5435,0.5385,0.9,1.5,0.6,2.9,3.375,1.75,0.8325,1.65714285714286,4.05405405405405,0.408761904761905,5.71119691119691,P
7,"Ca(Cr,Nb)1/2 O3",2 3 5,148,76.75,1.92833876221498,0.472,0.322,0.15,1.032,1.716,0.684,1,1.65,0.65,2.9,3.525,1.48,0.7675,1.95945945945946,4.5928338762215,0.4266340808894,6.55229333568096,P
8,"La(Mg,Ti)1/2 O3",3 2 4,150,80.25,1.86915887850467,1.04,0.1395,0.9005,1.212,1.3925,0.1805,1.2,1.4,0.2,3.4,3.15,1.5,0.8025,2.26666666666667,3.92523364485981,0.577460317460317,6.19190031152648,P
9,"Nd(Mg,Ti)1/2 O3",3 2 4,141,80.25,1.75700934579439,0.949,0.1395,0.8095,1.272,1.3925,0.1205,1.3,1.4,0.0999999999999999,3.1,3.15,1.41,0.8025,2.19858156028369,3.92523364485981,0.560114826072273,6.1238152051435,P
10,"(Na,La)1/2Ti O3",1 3 4,151.5,74.5,2.03355704697987,0.6095,0.185,0.4245,1.084,1.577,0.493,1.05,1.6,0.55,2.8,3.4,1.515,0.745,1.84818481848185,4.56375838926174,0.404969908755581,6.41194320774359,P
11,"(K,La)1/2Ti O3",1 3 4,164,74.5,2.20134228187919,0.9395,0.185,0.7545,1.0545,1.577,0.5225,1,1.6,0.6,2.8,3.4,1.64,0.745,1.70731707317073,4.56375838926174,0.374103299856528,6.27107546243248,P
12,"(Na,Ce)1/2Ti O3",1 3 4,150.5,74.5,2.02013422818792,0.6045,0.185,0.4195,1.102,1.577,0.475,1.05,1.6,0.55,2.6,3.4,1.505,0.745,1.72757475083056,4.56375838926174,0.378542114520227,6.29133314009231,P
13,"(Na,Nd)1/2Ti O3",1 3 4,147,74.5,1.97315436241611,0.564,0.185,0.379,1.114,1.577,0.463,1.1,1.6,0.5,2.65,3.4,1.47,0.745,1.80272108843537,4.56375838926174,0.395008003201281,6.36647947769712,P
14,LaHoO3,3 3,150,104.1,1.44092219020173,1.04,0.757,0.283,1.212,1.32,0.108,1.2,1.3,0.1,3.4,3.45,1.5,1.041,2.26666666666667,3.31412103746398,0.683942028985507,5.58078770413064,P
15,SrThO3,2 4,158,108,1.46296296296296,0.86,0.857,0.003,1.004,1.4,0.396,1,1.4,0.4,2.9,4,1.58,1.08,1.83544303797468,3.7037037037037,0.495569620253165,5.53914674167839,P
16,CdSnO3,2 4,145,83,1.74698795180723,1.09,0.499,0.591,1.318,1.583,0.265,1.7,1.9,0.2,6.4,7.4,1.45,0.83,4.41379310344828,8.91566265060241,0.495060577819198,13.3294557540507,P
17,SrUO3,2 4,158,103,1.53398058252427,0.86,0.767,0.093,1.004,1.4,0.396,1,1.4,0.4,2.9,3.6,1.58,1.03,1.83544303797468,3.49514563106796,0.52514064697609,5.33058866904264,P
18,CaZrO3,2 4,148,86,1.72093023255814,0.472,0.37,0.102,1.032,1.476,0.444,1,1.5,0.5,2.9,3.6,1.48,0.86,1.95945945945946,4.18604651162791,0.468093093093093,6.14550597108737,P
19,CaHfO3,2 4,148,85,1.74117647058824,0.472,0.494,-0.022,1.032,1.568,0.536,1,1.4,0.4,2.9,4.6,1.48,0.85,1.95945945945946,5.41176470588235,0.362074030552291,7.37122416534181,P
20,CaSnO3,2 4,148,83,1.78313253012048,0.472,0.499,-0.027,1.032,1.583,0.551,1,1.9,0.9,2.9,7.4,1.48,0.83,1.95945945945946,8.91566265060241,0.219777209642074,10.8751221100619,P
21,SrCeO3,2 4,158,101,1.56435643564356,0.86,0.73,0.13,1.004,1.412,0.408,1,1.2,0.2,2.9,3,1.58,1.01,1.83544303797468,2.97029702970297,0.617932489451477,4.80574006767765,P
22,CaMoO3,2 4,148,67,2.2089552238806,0.472,0.708,-0.236,1.032,1.805,0.773,1,1.6,0.6,2.9,3.95,1.48,0.67,1.95945945945946,5.8955223880597,0.332364009579199,7.85498184751916,P
23,CaRuO3,2 4,148,76,1.94736842105263,0.472,0.543,-0.0710000000000001,1.032,1.882,0.85,1,2,1,2.9,4.65,1.48,0.76,1.95945945945946,6.11842105263158,0.320255739610578,8.07788051209104,P
24,CaTiO3,2 4,148,74.5,1.98657718120805,0.472,0.185,0.287,1.032,1.577,0.545,1,1.6,0.6,2.9,3.4,1.48,0.745,1.95945945945946,4.56375838926174,0.429352146263911,6.5232178487212,P
25,CaMnO3,2 4,148,67,2.2089552238806,0.472,0.234,0.238,1.032,1.953,0.921,1,2.1,1.1,2.9,4.15,1.48,0.67,1.95945945945946,6.19402985074627,0.316346466948877,8.15348931020573,P
26,CaUO3,2 4,148,103,1.4368932038835,0.472,0.767,-0.295,1.032,1.4,0.368,1,1.4,0.4,2.9,3.6,1.48,1.03,1.95945945945946,3.49514563106796,0.560623123123123,5.45460509052742,P
27,CdPbO3,2 4,145,91.5,1.58469945355191,1.09,0.618,0.472,1.318,1.557,0.239,1.7,1.8,0.1,6.4,8.1,1.45,0.915,4.41379310344828,8.85245901639344,0.498595146871009,13.2662521198417,P
28,CdUO3,2 4,145,103,1.40776699029126,1.09,0.767,0.323,1.318,1.4,0.0819999999999999,1.7,1.4,-0.3,6.4,3.6,1.45,1.03,4.41379310344828,3.49514563106796,1.26283524904215,7.90893873451624,P
29,CdZrO3,2 4,145,86,1.68604651162791,1.09,0.37,0.72,1.318,1.476,0.158,1.7,1.5,-0.2,6.4,3.6,1.45,0.86,4.41379310344828,4.18604651162791,1.0544061302682,8.59983961507618,P
30,SrPbO3,2 4,158,91.5,1.72677595628415,0.86,0.618,0.242,1.004,1.557,0.553,1,1.8,0.8,2.9,8.1,1.58,0.915,1.83544303797468,8.85245901639344,0.207337083919362,10.6879020543681,P
31,SrSnO3,2 4,158,83,1.90361445783133,0.86,0.499,0.361,1.004,1.583,0.579,1,1.9,0.9,2.9,7.4,1.58,0.83,1.83544303797468,8.91566265060241,0.205867259664728,10.7511056885771,P
32,SrZrO3,2 4,158,86,1.83720930232558,0.86,0.37,0.49,1.004,1.476,0.472,1,1.5,0.5,2.9,3.6,1.58,0.86,1.83544303797468,4.18604651162791,0.438466947960619,6.02148954960259,P
33,KUO3,1 5,178,90,1.97777777777778,0.839,0.767,0.072,0.897,,,0.8,,,2.2,3.6,1.78,0.9,1.23595505617978,4,0.308988764044944,5.23595505617978,P
34,BaSnO3,2 4,175,83,2.10843373493976,1.55,0.499,1.051,1.005,1.583,0.578,0.9,1.9,1,2.9,7.4,1.75,0.83,1.65714285714286,8.91566265060241,0.185868725868726,10.5728055077453,P
35,BaThO3,2 4,175,108,1.62037037037037,1.55,0.857,0.693,1.005,1.4,0.395,0.9,1.4,0.5,2.9,4,1.75,1.08,1.65714285714286,3.7037037037037,0.447428571428571,5.36084656084656,P
36,"Ba(Sb,In)1/2 O3",2 5 3,175,84,2.08333333333333,1.55,0.545,1.005,1.005,1.604,0.599,0.9,1.9,1,2.9,7.4,1.75,0.84,1.65714285714286,8.80952380952381,0.188108108108108,10.4666666666667,P
37,BaUO3,2 4,175,103,1.69902912621359,1.55,0.767,0.783,1.005,1.4,0.395,0.9,1.4,0.5,2.9,3.6,1.75,1.03,1.65714285714286,3.49514563106796,0.474126984126984,5.15228848821082,P
38,"Ba(Bi,Bi)1/2 O3",2 3 5,175,103.5,1.69082125603865,1.55,1.0985,0.4515,1.005,1.599,0.594,0.9,1.8,0.9,2.9,8.9,1.75,1.035,1.65714285714286,8.59903381642512,0.192712680577849,10.256176673568,P
39,"Ba(U,Ba)1/2 O3",2 6 2,175,118,1.48305084745763,1.55,1.025,0.525,1.005,1.4525,0.4475,0.9,1.4,0.5,2.9,3.25,1.75,1.18,1.65714285714286,2.75423728813559,0.60167032967033,4.41138014527845,P
40,"Ba(W,Ba)1/2 O3",2 6 2,175,111.5,1.5695067264574,1.55,0.915,0.635,1.005,1.5685,0.5635,0.9,1.45,0.55,2.9,4.25,1.75,1.115,1.65714285714286,3.81165919282511,0.434756302521008,5.46880204996797,P
41,"Ba(Ni,W)1/2 O3",2 2 6,175,78.5,2.22929936305732,1.55,0.333,1.217,1.005,1.817,0.812,0.9,1.9,1,2.9,5.25,1.75,0.785,1.65714285714286,6.68789808917197,0.24778231292517,8.34504094631483,P
42,BaZrO3,2 4,175,86,2.03488372093023,1.55,0.37,1.18,1.005,1.476,0.471,0.9,1.5,0.6,2.9,3.6,1.75,0.86,1.65714285714286,4.18604651162791,0.395873015873016,5.84318936877076,P
43,"(K,Bi)1/2Zr O3",1 3 4,162.5,86,1.88953488372093,1.2895,0.37,0.9195,1.1475,1.476,0.3285,1.3,1.5,0.2,5.55,3.6,1.625,0.86,3.41538461538462,4.18604651162791,0.815897435897436,7.60143112701252,P
44,SrHfO3,2 4,158,85,1.85882352941176,0.86,0.494,0.366,1.004,1.568,0.564,1,1.4,0.4,2.9,4.6,1.58,0.85,1.83544303797468,5.41176470588235,0.339157952669235,7.24720774385704,P
45,SrMnO3,2 4,158,67,2.35820895522388,0.86,0.234,0.626,1.004,1.953,0.949,1,1.4,0.4,2.9,4.15,1.58,0.67,1.83544303797468,6.19402985074627,0.296324538660973,8.02947288872095,P
,,,,,,,,,,,,,,,,,,,,,,,